Submitted at,Country you live and work in,City,Gender,Your age,Your job title,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
2024-10-22 11:37:07,Indonesia,Jakarta,Woman,25 - 30,Ux Writer,Full-time employee,Mid-level IC,Content design / UX writer,4,7,Bachelor's degree,Yes,In-person certified courses,FALSE,FALSE,FALSE,TRUE,FALSE,No,IDR,Monthly,,"9,400,000",,,,"112,800,000","9,475",Maternity bonus,Start-up,Entertainment,51 - 200,2 - 10,Yes,Fully on-site,
2024-10-22 11:37:10,Indonesia,Jakarta,Woman,31 - 35,Lead of Design Principle Standardization,Full-time employee,Senior IC,Product / UX design,10,10,Master's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), In-person certified courses",TRUE,TRUE,TRUE,TRUE,FALSE,No,IDR,Monthly,,"16,000,000","85,000,000",,,"277,000,000","23,268","Health insurance, Paid medical leave, Professional development, training, or learning fund, Transport subsidies, Paid time off / vacation time",Large enterprise (MNC),"Technology, media & telecommunications","1001 - 10,000",51 - 100,Yes,Fully on-site,
2024-10-22 11:37:41,Indonesia,Jakarta,Man,25 - 30,UI UX design,Full-time employee,Mid-level IC,Product / UX design,6,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"7,100,000",,,,"85,200,000","7,157",Onsite food / snacks,Start-up,"Technology, media & telecommunications",11 - 50,Team of 1,Yes,4 days on-site,Higo
2024-10-22 11:38:18,Indonesia,Bogor,Man,25 - 30,Pre Press Layouter (Graphic Designer),Full-time employee,Lead / Staff / Principal IC,Design operations,8,10,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"5,500,000","8,000,000",,,"74,000,000","6,216",,Small-medium enterprise,"Retail, wholesale & distribution",51 - 200,2 - 10,Yes,Fully on-site,PT ESTU KARYA UTAMA GRAFIKA
2024-10-22 11:38:25,Indonesia,Jakarta,Woman,18 - 24,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,2,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly)",TRUE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064","Onsite food / snacks, Health insurance, Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Professional development, training, or learning fund",Agency / Consulting,"Technology, media & telecommunications",11 - 50,2 - 10,Yes,3 days on-site,Kanvasaur
2024-10-22 11:38:54,Indonesia,Jakarta,Woman,25 - 30,Junior Product Development,Full-time employee,Junior IC (Entry level),Front-end / design engineer,5,4,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,750,000","6,000,000",,"17,000,000","104,000,000","8,736","Professional development, training, or learning fund, Wellness (gym, fitness, etc), Paid time off / vacation time, Health insurance, Onsite food / snacks, Dental insurance, Transport subsidies",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,Team of 1,Yes,Fully remote,
2024-10-22 11:39:35,Indonesia,Jakarta,Man,25 - 30,UI/UX Designer,Fixed term contractor,Mid-level IC,Visual / UI design,2,2,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"6,800,000",,,,"81,600,000","6,854","Flexible schedule, Onsite food / snacks, Professional development, training, or learning fund",Agency / Consulting,Government & public services,11 - 50,2 - 10,Yes,4 days on-site,
2024-10-22 11:41:21,Indonesia,Batam,Man,25 - 30,UI/UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,3,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",FALSE,TRUE,TRUE,FALSE,FALSE,No,IDR,Annual,"6,000,000",,"6,000,000",,,"12,000,000","1,008","Meal subsidies, Professional development, training, or learning fund, Wellness (gym, fitness, etc)",Manufacturing,Electronic,"1001 - 10,000",2 - 10,Yes,Fully on-site,
2024-10-22 11:41:36,Indonesia,Tulungagung,Woman,25 - 30,UI/UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,7,3,Bachelor's degree,Yes,"Self-taught / informal / unstructured courses, Bootcamps (e.g. General Assembly)",FALSE,FALSE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"6,250,000","6,000,000",,,"81,000,000","6,804","Transport subsidies, Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Health insurance, Paid medical leave",Start-up,Consumer products,51 - 200,2 - 10,Not applicable,Fully remote,Tinkerlust
2024-10-22 11:41:44,Indonesia,Jakarta,Woman,25 - 30,UX Writer,Fixed term contractor,Mid-level IC,Content design / UX writer,3.5,4.5,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"13,000,000",,,,"156,000,000","13,104",,Large enterprise (MNC),"Oil, gas & chemicals","1001 - 10,000",2 - 10,Yes,4 days on-site,
2024-10-22 11:42:01,Indonesia,Yogyakarta,Man,25 - 30,UIUX Designer,Full-time employee,Junior IC (Entry level),Visual / UI design,2,5,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"4,000,000",,,,"48,000,000","4,032",Health insurance,Start-up,Health care,11 - 50,2 - 10,Yes,Fully on-site,PT Cipta Integrasi Nusantara
2024-10-22 11:42:05,Indonesia,Jakarta,Man,25 - 30,Creative lead,Full-time employee,Manager,Marketing / graphic design,7,10,High school / secondary school,No,,,,,,,No,IDR,Monthly,,"18,000,000","30,000,000",,"5,000,000","251,000,000","21,084","Professional development, training, or learning fund",Agency / Consulting,"Technology, media & telecommunications",11 - 50,2 - 10,No,Fully remote,
2024-10-22 11:43:51,Indonesia,Jakarta,Man,25 - 30,UX Designer,Fixed term contractor,Mid-level IC,Product / UX design,3,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"9,000,000","9,000,000",,,"117,000,000","9,828","Flexible schedule, Health insurance, Dental insurance, Budget for equipment or home office setup, Transport subsidies, Allowance for flexible working arrangement (remote/co-working space), Paid medical leave",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,Team of 1,Yes,3 days on-site,Protergo Cyber-Security
2024-10-22 11:44:20,Indonesia,Jakarta,Woman,25 - 30,Senior UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,3.5,3,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"9,000,000","9,000,000",,,"117,000,000","9,828","Health insurance, Flexible schedule, Professional development, training, or learning fund, Work from home",Non-profit,Health care,51 - 200,2 - 10,Not applicable,Fully remote,
2024-10-22 11:45:32,Indonesia,Jakarta,Woman,31 - 35,Team Lead,Fixed term contractor,Lead / Staff / Principal IC,Product / UX research,9,9,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"26,000,000","78,000,000",,,"390,000,000","32,760","Dental insurance, Wellness (gym, fitness, etc), Health insurance",Large enterprise (MNC),"Technology, media & telecommunications","10,001 and above",101 and above,Yes,Fully on-site,
2024-10-22 11:45:43,Indonesia,Jakarta,Man,25 - 30,UI/UX Designer & UI Engineer,Full-time employee,Mid-level IC,Product / UX design,4,4,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"6,100,000",,,,"73,200,000","6,149","Onsite food / snacks, Professional development, training, or learning fund",Start-up,"Technology, media & telecommunications",51 - 200,2 - 10,Yes,Fully on-site,Barantum
2024-10-22 11:46:23,Indonesia,Jakarta,Man,41 - 45,Head of UX,Full-time employee,Head of department / Senior leadership,Design leadership and management,15,20,Diploma,No,,,,,,,No,IDR,Monthly,,"60,000,000","150,000,000",,,"870,000,000","73,080","Health insurance, Professional development, training, or learning fund, Internet / mobile phone subsidies, Paid medical leave, Dental insurance, Paid time off / vacation time",Large enterprise (MNC),Banking & capital markets,"1001 - 10,000",11 - 50,Yes,4 days on-site,
2024-10-22 11:46:39,Indonesia,Bali,Man,31 - 35,Senior Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,7,5,Bachelor's degree,Yes,"Self-taught / informal / unstructured courses, Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"10,500,000","9,000,000",,,"135,000,000","11,340","Budget for equipment or home office setup, Onsite food / snacks, Meal subsidies, Transport subsidies, Health insurance",Small-medium enterprise,Consumer products,51 - 200,2 - 10,Yes,Fully on-site,
2024-10-22 11:46:55,Indonesia,Jakarta,Woman,25 - 30,Senior UI/UX Designer,Full-time employee,Senior IC,Product / UX design,6,6,Diploma,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",TRUE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"12,600,000","7,000,000",,,"158,200,000","13,289","Paid time off / vacation time, Paid medical leave, Dental insurance, Professional development, training, or learning fund, Onsite food / snacks, Health insurance",Start-up,Investment management,201 - 1000,Team of 1,Yes,4 days on-site,Akseleran
2024-10-22 11:46:58,Indonesia,Jakarta,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"13,650,000","13,650,000",,,"177,450,000","14,906","Health insurance, Flexible schedule",Start-up,Financial services,51 - 200,2 - 10,Yes,4 days on-site,
2024-10-22 11:47:05,Indonesia,Jakarta,Man,18 - 24,UI Designer,Fixed term contractor,Mid-level IC,Product / UX design,2,2,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",THR,Large enterprise (MNC),Automotive,"1001 - 10,000",2 - 10,Yes,Fully remote,Serasi Auto Raya
2024-10-22 11:47:18,Indonesia,Jakarta,Woman,25 - 30,Senior PD,Full-time employee,Senior IC,Product / UX design,7,10,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"28,000,000","28,000,000",,,"364,000,000","30,576",,Large enterprise (MNC),Financial services,"1001 - 10,000",2 - 10,Yes,Fully remote,Goto
2024-10-22 11:47:20,Indonesia,Bandung,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"8,150,000","10,000,000",,,"107,800,000","9,055","Flexible schedule, Allowance for flexible working arrangement (remote/co-working space), Professional development, training, or learning fund, Health insurance, Budget for equipment or home office setup",Small-medium enterprise,Education,201 - 1000,11 - 50,No,Fully remote,
2024-10-22 11:48:23,Indonesia,Jakarta,Man,25 - 30,Senior CX Designer,Full-time employee,Senior IC,Product / UX design,3,3,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"16,900,000","51,000,000",,,"253,800,000","21,319","Health insurance, Dental insurance, Paid medical leave, Paid time off / vacation time, Professional development, training, or learning fund",Small-medium enterprise,Financial services,201 - 1000,2 - 10,Yes,3 days on-site,
2024-10-22 11:48:36,Indonesia,Denpasar,Woman,25 - 30,Lead Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,6,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,500,000",,,,"78,000,000","6,552",,Agency / Consulting,"Technology, media & telecommunications",11 - 50,2 - 10,Yes,4 days on-site,
2024-10-22 11:49:07,Indonesia,Sleman,Man,18 - 24,Graphic Designer,Full-time employee,Manager,Marketing / graphic design,4,3,High school / secondary school,No,,,,,,,No,IDR,Monthly,,"2,316,000","625,000",,,"28,417,000","2,387","Wellness (gym, fitness, etc), Onsite food / snacks, Internet / mobile phone subsidies, Professional development, training, or learning fund, Other",Non-profit,Education,11 - 50,Team of 1,Not applicable,Fully on-site,MuslimAfiyah
2024-10-22 11:49:32,Indonesia,Jakarta,Man,25 - 30,ui/ux designer,Full-time employee,Mid-level IC,Product / UX design,3,4,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"7,100,000","7,000,000",,2,"92,200,002","7,745","Health insurance, Flexible schedule, Wellness (gym, fitness, etc), Budget for equipment or home office setup, Professional development, training, or learning fund",Agency / Consulting,"Business Consulting, Asset Management",201 - 1000,2 - 10,No,1 day on-site,Cohesive
2024-10-22 11:49:39,Indonesia,Jakarta,Man,18 - 24,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,3,2,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"8,000,000",,,"2,500,000","98,500,000","8,274","Health insurance, Dental insurance, Internet / mobile phone subsidies, Professional development, training, or learning fund",Start-up,Government & public services,11 - 50,2 - 10,Yes,Fully on-site,
2024-10-22 11:52:26,Indonesia,Surakarta,Man,18 - 24,Project Manager,Full-time employee,Junior IC (Entry level),Design leadership and management,1,1,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"3,000,000",,,,"36,000,000","3,024",Flexible schedule,Agency / Consulting,"Technology, media & telecommunications",11 - 50,11 - 50,Yes,Fully remote,Odama Studio
2024-10-22 11:53:30,Indonesia,Jakarta,Woman,25 - 30,UX Designer,Fixed term contractor,Mid-level IC,Product / UX design,6,8,Bachelor's degree,Yes,In-person certified courses,FALSE,FALSE,FALSE,TRUE,FALSE,No,IDR,Monthly,,"14,000,000","30,000,000",,,"198,000,000","16,632","Paid time off / vacation time, Health insurance, Paid medical leave, Dental insurance, Professional development, training, or learning fund",Government,"Technology, media & telecommunications",51 - 200,2 - 10,No,Fully on-site,
2024-10-22 11:53:53,Indonesia,Surabaya,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,4,5,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"23,000,000","46,000,000",,"12,000,000","334,000,000","28,056","Health insurance, Budget for equipment or home office setup, Flexible schedule, Professional development, training, or learning fund, Wellness (gym, fitness, etc), Paid time off / vacation time, Paid medical leave, Other",Start-up,"Transportation, hospitality & services",201 - 1000,2 - 10,No,Fully remote,
2024-10-22 11:54:25,Indonesia,Batam,Man,25 - 30,UIUX Designer,Full-time employee,Mid-level IC,Product / UX design,3,5,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"8,250,000",,,,"99,000,000","8,316","Paid medical leave, Paid time off / vacation time",Agency / Consulting,All round,11 - 50,2 - 10,Not applicable,Fully remote,WECREATE
2024-10-22 11:54:41,Indonesia,Jakarta,Woman,25 - 30,Senior Graphic Designer,Full-time employee,Senior IC,Marketing / graphic design,6,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"9,000,000",,,,"108,000,000","9,072","Health insurance, Professional development, training, or learning fund, Dental insurance",Large enterprise (MNC),Education,"10,001 and above",11 - 50,Yes,4 days on-site,
2024-10-22 11:54:51,Indonesia,Jakarta,Man,25 - 30,Uiux designer,Full-time employee,Mid-level IC,Product / UX design,3,5,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), In-person certified courses, Self-taught / informal / unstructured courses",FALSE,TRUE,FALSE,TRUE,TRUE,No,IDR,Monthly,,"5,700,000","5,700,000",,,"74,100,000","6,224",,Large enterprise (MNC),Financial services,11 - 50,Team of 1,Yes,Fully on-site,Mnc
2024-10-22 11:55:42,Indonesia,Jakarta,Woman,25 - 30,UI/UX Designer,Self-employed (Freelancers; own company),Mid-level IC,Visual / UI design,3.5,4,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"11,500,000",,,,"138,000,000","11,592","Health insurance, Onsite food / snacks, Paid time off / vacation time, Paid medical leave",Agency / Consulting,"Technology, media & telecommunications",51 - 200,2 - 10,No,Fully on-site,Aleph Labs
2024-10-22 11:56:53,Indonesia,Jakarta,Man,31 - 35,Creative Manager,Full-time employee,Manager,Marketing / graphic design,12,11,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"22,500,000",,,,"270,000,000","22,680","Paid time off / vacation time, Health insurance, Allowance for flexible working arrangement (remote/co-working space), Dental insurance, Professional development, training, or learning fund, Wellness (gym, fitness, etc)",Agency / Consulting,Other,51 - 200,2 - 10,Yes,2 days on-site,Populix
2024-10-22 11:57:14,Indonesia,Surabaya,Woman,18 - 24,UI/UX Designer,Full-time employee,Junior IC (Entry level),Visual / UI design,1,2,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses, In-person certified courses, Online certification (e.g. Coursera or IDF)",FALSE,TRUE,TRUE,TRUE,TRUE,No,IDR,Monthly,,"6,500,000",,,,"78,000,000","6,552",Health insurance,Start-up,"Transportation, hospitality & services",11 - 50,Team of 1,No,Fully remote,Getgoing
2024-10-22 11:57:54,Indonesia,Jakarta,Man,31 - 35,Senior Product Designer,Fixed term contractor,Senior IC,Visual / UI design,8,8,Bachelor's degree,No,,,,,,,Yes,IDR,Monthly,,"25,000,000",,,,"300,000,000","25,200",,Large enterprise (MNC),"Technology, media & telecommunications","1001 - 10,000",11 - 50,No,Fully remote,Circles
2024-10-22 11:57:57,Indonesia,Jakarta,Man,31 - 35,Product Designer,Full-time employee,Senior IC,Innovation / business design,6,6,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"22,000,000","44,000,000",,,"308,000,000","25,872","Professional development, training, or learning fund, Health insurance, Dental insurance, Wellness (gym, fitness, etc)",Small-medium enterprise,Financial services,201 - 1000,2 - 10,Yes,Fully on-site,
2024-10-22 11:58:27,Indonesia,Bekasi,Man,25 - 30,General Support & Design Lead,Full-time employee,Senior IC,Label & Packaging Design,5,4,Diploma,No,,,,,,,No,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544",,Industrial,Consumer products,11 - 50,2 - 10,Yes,Fully on-site,PT. Natural Malino Indonesia
2024-10-22 12:00:34,Indonesia,Yogyakarta,Man,18 - 24,UIX Designer,Full-time employee,Mid-level IC,Visual / UI design,5,3,High school / secondary school,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,200,000","5,200,000",,"300,000","67,900,000","5,704","Paid time off / vacation time, Professional development, training, or learning fund, Meal subsidies, Allowance for flexible working arrangement (remote/co-working space)",Agency / Consulting,Design & Development,11 - 50,11 - 50,Yes,4 days on-site,Agency based in yogyakarta
